	Moshe Kasher	Pete Holmes	Nick Thune	Jonah Ray	Jen Kirkman	Kumail Nanjiani	Kurt Braunohler	Eddie Pepitone	Nikki Glaser	Ari Shaffir	dates
86	0.0015850551207040274	0.0024698935729751295	0.0025211769773482856	0.0018856601668261982	0.0023800622198532928	0.0024803602513855756	0.0024184288273370403	0.002212886311081764	0.002297038796993402	0.0020623242353670895	2017-03-01
87	0.0015669810604617982	0.0025021632146259402	0.002500153956143118	0.0018669982370078328	0.0023361119377675633	0.0024550568079626427	0.002442466217428892	0.002169177754332178	0.0022539368850080957	0.002033474843627825	2017-04-01
88	0.001562838829295641	0.002501617674133036	0.002488980402612715	0.001868681310855173	0.002304712194134505	0.0024400643857867806	0.002425974749277805	0.002134365260886084	0.0022393436063334665	0.0020137754914653387	2017-05-01
89	0.001832537998765867	0.002484556221489359	0.0024714160503892238	0.0018680609792099232	0.0022732414514999035	0.0024175477168078374	0.002406074681348122	0.002098577229942744	0.002210423627022995	0.001984436625454743	2017-06-01
90	0.0018394639859322425	0.002461994342753135	0.002449569241382185	0.0018587028515767376	0.0022407689069896715	0.0024108587167517427	0.0023794725093287715	0.0021762307930865248	0.0022064567860259213	0.002032467992248531	2017-07-01
91	0.0018428778666464002	0.0024428295930581266	0.002432472769884641	0.0018798332644946044	0.002211684917655835	0.002413486210812407	0.002354193533324704	0.002159557262318092	0.002183205463547134	0.0021303878663951874	2017-08-01
92	0.0018258961301803945	0.002410273026543489	0.00239885781500667	0.001865109576271503	0.0021667305109443263	0.002378850653509383	0.0023150725282249747	0.0021217857107286597	0.00213506621793945	0.0021222589774060065	2017-09-01
93	0.0018200641670207806	0.0023878300323032452	0.0023867247288402492	0.0018549367841299534	0.0023630898857480128	0.002356790649387119	0.0022695464399987153	0.0022186095219548043	0.0021227985941593506	0.0021766778870113586	2017-10-01
94	0.0018024487471189285	0.0023573564623176066	0.0023502664530919933	0.0018424092691918673	0.002331126136548857	0.00231812469488976	0.002226283080531009	0.0021812717963298617	0.002068502803756176	0.00216384614106714	2017-11-01
95	0.0023855479056501465	0.00233092284763583	0.002319891388697103	0.0018367431458311048	0.002311524535314592	0.0022878983526768482	0.0021959566531954276	0.0021533992579342714	0.0020243308846133617	0.002140025183884385	2017-12-01
96	0.0023614361931269725	0.0023065879268158256	0.0022961569789954122	0.001828739999904801	0.0022881625001080104	0.0022813921439901923	0.00216595204294864	0.0022327302685271086	0.0021978608673268872	0.00212093550528851	2018-01-01
97	0.0023312434967202246	0.00230631774545131	0.0022733155872448198	0.0018260532125386534	0.002266154096313795	0.0022567690181366797	0.002135087288233497	0.0022079854223535766	0.002176175812101716	0.0020984662629875027	2018-02-01
98	0.002300188905850546	0.002417797773415409	0.0022396787488089772	0.0018129659018953275	0.002238723713857064	0.0022254772689836674	0.0021823169499597846	0.0021701369790327087	0.0021396669669595677	0.0021097919457373823	2018-03-01
99	0.002262107743830783	0.0023938391632929877	0.002287851470382666	0.0017859917289719729	0.00221905104728449	0.0021845550505156072	0.0021443872060534297	0.002128675225845555	0.0021014112040503782	0.002076083679018073	2018-04-01
100	0.0025182441193255705	0.0023610653437447296	0.0022495768800742076	0.0022029211358995456	0.0021837529843051887	0.0021713539994242747	0.0021042729201758256	0.002084557623285912	0.0020658978937469824	0.0020408606142819077	2018-05-01
