	Joe Rogan	Duncan Trussell	Ari Shaffir	Chris Hardwick	Jesse Thorn	Alison Rosen	Marshall Poe	Jordan Morris	Bert Kreischer	Joey Diaz	dates
56	0.15715083160185309	0.14177727826381956	0.03291386802201346	0.02670577055196236	0.026638197644766555	0.0272175792441636	0.010534133978584971	0.026638197644766555	0.01618984805422856	0.002032801813642308	2014-09-01
57	0.15908685879278534	0.13922479162855278	0.030864186043189593	0.026371254596503593	0.024411998219866806	0.02655626549783014	0.01039791510442419	0.024411998219866806	0.016676092260711175	0.011854272573122673	2014-10-01
58	0.156805843060165	0.13733863597158338	0.03042073304083411	0.026212819730393164	0.024066103249944314	0.024266221424688334	0.01047914080510158	0.024066103249944314	0.01682032234611774	0.012438825144913963	2014-11-01
59	0.13849012771066632	0.10873429406605514	0.03479896685479477	0.03217235040786942	0.026031643192066176	0.02625176990058354	0.010831586705329806	0.026031643192066172	0.017229676394478796	0.01015916744608261	2014-12-01
60	0.1404745114483304	0.10944641635016536	0.03513764025720763	0.030567404222320956	0.02538738900569105	0.02547794506046504	0.01077933644236047	0.02538738900569105	0.01687376420406022	0.010447931648749714	2015-01-01
61	0.1382574976190803	0.10723551353895168	0.03464230230784514	0.03024515695691951	0.02356911369211675	0.025375558668805545	0.010843190750961379	0.02356911369211675	0.01652631219943797	0.010794903711242884	2015-02-01
62	0.1376074515793399	0.10166311788737976	0.033283122552840556	0.029858506516172934	0.02316258726563163	0.02442721692518195	0.010836514498334908	0.02316258726563163	0.01706956556252288	0.010818012783835406	2015-03-01
63	0.13620442517223288	0.09866991717861129	0.0327768575588409	0.030742360868541093	0.025219668476002956	0.024455172896534025	0.0107952580065729	0.025219668476002956	0.01557686613784643	0.010657673152831929	2015-04-01
64	0.137212833469409	0.10107471847801879	0.0330701117349277	0.030470733315381377	0.02473178677631666	0.02382498080461025	0.010785828313889913	0.02473178677631666	0.015839771479361855	0.010855071561093735	2015-05-01
65	0.1359220754135952	0.10002141697834051	0.03276908562245938	0.0315000855845937	0.024652004542627164	0.02362559441429729	0.011046004542441132	0.024652004542627157	0.016035473928445922	0.011306858568364182	2015-06-01
66	0.13664611786255346	0.09956013335104061	0.032588604153028194	0.031913950047910374	0.024033456047970126	0.024845198384385418	0.011200278076976516	0.024033456047970126	0.01620406215878214	0.011352798777058852	2015-07-01
67	0.13669241979629576	0.0990377770803636	0.03239350822217331	0.0335623951248284	0.022919682976836393	0.024425421121691618	0.011261571324049917	0.022919682976836393	0.017145467562582322	0.011347199490082368	2015-08-01
68	0.13263833216971196	0.09853890141440359	0.031300940459138366	0.03279535952128185	0.023421957394347773	0.024396701668619403	0.011214195725497764	0.023421957394347773	0.016596911883289975	0.012862089520929435	2015-09-01
69	0.13197879642216537	0.09759104074170771	0.03140860881356106	0.0330930307981874	0.023249355464874194	0.024266353727663	0.011214506148256554	0.023249355464874194	0.016702790102403622	0.012996767835803703	2015-10-01
70	0.1336139039912097	0.09855346240114911	0.03155422215525714	0.033257314610264654	0.023070325016589142	0.025492979348058595	0.010869990782040175	0.023070325016589142	0.016557036664597246	0.013832322909069933	2015-11-01
71	0.13384808814475987	0.09792699823936298	0.031246357402020145	0.03495180011628187	0.023230746385699715	0.024966210543883115	0.010855900172890776	0.023230746385699715	0.016330054703641763	0.013866480956942786	2015-12-01
72	0.13319295137537512	0.09673550573267548	0.030715197498618837	0.034702430847319395	0.022977009638156416	0.024991378777800614	0.010870998547634984	0.022977009638156416	0.016430717374443623	0.014045660351350808	2016-01-01
73	0.129848248232323	0.095294290420223	0.02980244530849553	0.035180299017330406	0.023860828637160963	0.025432633100057177	0.01075523571452086	0.023860828637160963	0.015809943184402594	0.013751705742641118	2016-02-01
74	0.12935245292925152	0.09431378671931284	0.02978164666459807	0.035071623199919556	0.023575310808958368	0.0249859342492716	0.010740343014959176	0.023575310808958368	0.01656928341847677	0.014145877623619633	2016-03-01
75	0.1299758426336915	0.09469869560408856	0.03125106031183699	0.03468923068401068	0.022473952845615756	0.024278189254243854	0.010621812922782472	0.022473952845615756	0.01661543883868039	0.014473929060078043	2016-04-01
76	0.12742141300662807	0.09291464538965227	0.03085885325708011	0.03456635403152637	0.02215019314883247	0.02388752682276697	0.010874865163812789	0.02215019314883247	0.016391985264293325	0.014428007944049462	2016-05-01
77	0.13012135248738205	0.09306339529512361	0.030990841576166352	0.03358198765412853	0.021516799236967296	0.023411584229972828	0.010777684919780072	0.021458751180487658	0.016225035220532195	0.014464688579299575	2016-06-01
78	0.12887120434524968	0.09098123248153872	0.030425999123885192	0.03287082389277601	0.02116737343293823	0.02174002839982538	0.010847958957473458	0.020987115276479323	0.01679471220780912	0.014251279814344256	2016-07-01
79	0.1277395938331349	0.09040996097134808	0.030136055746237993	0.032647492909422454	0.021709282177807578	0.02169313818312412	0.010874373288998939	0.02141001923096731	0.016658210821402984	0.014055832917390296	2016-08-01
80	0.13117671313982782	0.09332541830240981	0.02891479436985423	0.031622006829241496	0.02109230988655959	0.02066375738836148	0.01088527633757531	0.020683309068587143	0.01656296073825033	0.013785613527031934	2016-09-01
81	0.13072905453992875	0.09140114843090993	0.028401471891909568	0.031048200613354383	0.020871137623497748	0.021042899039200067	0.010981975591170381	0.020292410428227887	0.016241248775924037	0.013425083301562358	2016-10-01
82	0.1311130370562076	0.08792711213751979	0.027608782052315005	0.02985326033678494	0.020906458177308497	0.01989854664708483	0.010953174751404025	0.019477392021915424	0.01586801571262923	0.013261231437815903	2016-11-01
83	0.13049657549069768	0.08649937190336313	0.02795565931046073	0.030210550905240413	0.02014100302271046	0.019260728160539857	0.011021446581777986	0.018642873112988137	0.016332652980717295	0.01346481399192865	2016-12-01
84	0.13136722856859745	0.08646748160255639	0.03030453333860169	0.02889834766259975	0.019770200261663068	0.018865990359269783	0.010940296880344728	0.018170111808502542	0.015997255674000423	0.013434681512003267	2017-01-01
85	0.1305050120968254	0.08426986334114189	0.029468393696370894	0.028690673804846703	0.01998383635636736	0.019420586416611634	0.01106444124327294	0.01834450681277767	0.015630976192901717	0.012863869864084325	2017-02-01
86	0.13080341571740617	0.08117877761132934	0.028949625257609093	0.028086060295107757	0.019881036168793137	0.01958076409946875	0.011031054157241859	0.017934763948055574	0.015413410961356384	0.012838863427520875	2017-03-01
87	0.13048871698828887	0.07977684733751846	0.02818291880565067	0.02784681646738556	0.019397932600988158	0.01891064397603264	0.011042210588569967	0.017411100651374543	0.015451541110818994	0.012820389628259111	2017-04-01
