	avg_clust	transitivity	avg_path	density	num_people	num_podcasts	dates	day_num
54	0.06539840787389355	0.01388984606517013	4.5222167825429125	0.0010657217869863426	3275	69	2014-07-01	1642
55	0.08137673511687506	0.014652269501572371	4.522358254198369	0.001039728184847697	3375	69	2014-08-01	1673
56	0.0811351835702118	0.01494020491381969	4.402685927384524	0.0010187211152259497	3462	71	2014-09-01	1704
57	0.0823103201771227	0.01502171978666222	4.391990125024905	0.0009927898983861326	3576	71	2014-10-01	1734
58	0.08137207188655868	0.01499447626522917	4.3950547364258385	0.0009601986364450282	3697	72	2014-11-01	1765
59	0.08260972122739993	0.015172297263718678	4.376067341797909	0.0009403544432093976	3803	75	2014-12-01	1795
60	0.0821274716380765	0.015275811948994942	4.365248693180527	0.0009138488794286659	3934	78	2015-01-01	1826
61	0.08316017721884002	0.015601820441083422	4.353890335311965	0.0008931231373429723	4040	80	2015-02-01	1857
62	0.08385470586979407	0.015997695606592085	4.350453606166967	0.0008730327769353571	4154	82	2015-03-01	1885
63	0.08322502606016442	0.016106747341245866	4.334212051428944	0.0008471012743059867	4273	84	2015-04-01	1916
64	0.08339837217656662	0.015934773551695734	4.3858490357025275	0.0008151097229399802	4381	85	2015-05-01	1946
65	0.08506768734410255	0.016002534745175965	4.39386393501082	0.0007954628720488884	4507	88	2015-06-01	1977
66	0.08730450670052561	0.016101966645748	4.39995176877986	0.0007683707084136501	4654	90	2015-07-01	2007
67	0.08650614933322703	0.016005475905774003	4.378384178026964	0.000744798940093816	4794	94	2015-08-01	2038
68	0.08491923134423242	0.01611637842775008	4.3964767241942555	0.0007207161917762464	4956	96	2015-09-01	2069
69	0.08488837926367075	0.016129334283564778	4.387721129630493	0.0007013441898639131	5110	100	2015-10-01	2099
70	0.08533465979068976	0.015973879589989998	4.381381383080645	0.0006769037812750589	5291	101	2015-11-01	2130
71	0.08452678235252847	0.015746227594149065	4.31213176386711	0.0006573068417097701	5447	103	2015-12-01	2160
72	0.0840806157760564	0.0157193784494398	4.323788126555279	0.0006404550302168503	5603	105	2016-01-01	2191
73	0.08360166323274099	0.015675494006428762	4.244566522844714	0.0006257173241410207	5752	105	2016-02-01	2222
74	0.0827670122164719	0.015796589924828484	4.25065634444176	0.0006078980468942955	5911	108	2016-03-01	2251
75	0.08157509201662386	0.01564164843865323	4.2498701226502265	0.0005886814685310217	6102	110	2016-04-01	2282
76	0.08183770548124968	0.015564665569324098	4.255325332059683	0.0005717776724432674	6284	111	2016-05-01	2312
77	0.08216565208526411	0.015609938352325799	4.240602128138057	0.0005577189390083681	6460	115	2016-06-01	2343
78	0.08176964564924519	0.01561858282316152	4.2529122752697806	0.0005422858168555092	6653	118	2016-07-01	2373
79	0.08160682209104343	0.015605842508314304	4.254421263456774	0.0005272956431529156	6852	120	2016-08-01	2404
80	0.08031891138027861	0.01550719677423945	4.259192713287474	0.0005121025826380608	7061	121	2016-09-01	2435
81	0.08149784458168235	0.015432604775176675	4.253815333689879	0.0004942958912861374	7311	122	2016-10-01	2465
82	0.08083466322494873	0.01558296235153533	4.258243455887384	0.00048192307654786433	7536	123	2016-11-01	2496
83	0.08261086323428375	0.015543802064605811	4.263099730744656	0.0004727908641808036	7720	124	2016-12-01	2526
84	0.0824200454645955	0.015544568265095829	4.2549407064271465	0.00046466669957657687	7884	126	2017-01-01	2557
85	0.08270934577795885	0.01563789435430752	4.251876585113507	0.0004549370897716294	8073	127	2017-02-01	2588
86	0.08352135144520645	0.01586277271288363	4.242471201990452	0.0004459757444514334	8265	128	2017-03-01	2616
87	0.0833641935732649	0.01604168034593702	4.223020700583425	0.0004368384543461528	8480	129	2017-04-01	2647
88	0.08330193184630459	0.01614128446092183	4.219669010149914	0.0004289033902092517	8673	131	2017-05-01	2677
89	0.0829819660209228	0.016322581208827694	4.213871666618595	0.00041935988780647087	8900	132	2017-06-01	2708
90	0.0820629474522413	0.016300298013472044	4.208388456168162	0.0004107233793814856	9106	133	2017-07-01	2738
91	0.08156992123373497	0.016281130223058004	4.211432977837494	0.00040170573879727735	9315	137	2017-08-01	2769
92	0.10392294191300722	0.016803520653807757	4.206041121790343	0.00039343024836865925	9539	140	2017-09-01	2800
93	0.10331120697456188	0.016893405118829124	4.206060174776479	0.00038514425818400474	9781	143	2017-10-01	2830
94	0.10265387468423688	0.017020665192452322	4.204752542653918	0.0003749302004618352	10080	151	2017-11-01	2861
95	0.10166465634028866	0.017124559542245947	4.208825814963148	0.00036419746889890204	10413	158	2017-12-01	2891
96	0.10001160458188395	0.017110417370901354	4.198832387246309	0.0003551387338284979	10701	158	2018-01-01	2922
97	0.09998861567568038	0.017310190796875236	4.193556287613426	0.0003483506215711552	10975	160	2018-02-01	2953
98	0.09916847797781578	0.01714569082053407	4.186960425666586	0.00034006104607809247	11283	162	2018-03-01	2981
99	0.09861482123720873	0.016919829950157804	4.18590197254225	0.00033199496065633113	11596	162	2018-04-01	3012
100	0.09785365662563325	0.016803797306664533	4.184344692098079	0.0003237425560671651	11928	162	2018-05-01	3042
