	Joe Rogan	Pete Holmes	Chris Hardwick	Bert Kreischer	Ari Shaffir	Alison Rosen	Duncan Trussell	Doug Benson	Jesse Thorn	Moshe Kasher	dates
32	0.2849979167390021	0.2743253179152115	0.33844721803023176	0.23974370208105145	0.27221105727617323	0.24286413828200817	0.30504095344982646	0.27236099451510254	0.2840973200472098	0.2880695517286156	2012-09-01
33	0.28800759814267624	0.29681743605041394	0.3452834690070994	0.24551132449854526	0.2756218187694048	0.2459183778551274	0.3084573355033713	0.27620840417779935	0.28610289096289554	0.29140257965319893	2012-10-01
34	0.30023300383386636	0.30459685563377725	0.35075913016378973	0.2555641910683399	0.28650124328068927	0.2608269974469819	0.3213254813822729	0.2852956687421319	0.29350509338380776	0.3003112302548757	2012-11-01
35	0.30271854204476706	0.30678136370300274	0.3513571941018439	0.257378288774837	0.28872249887110535	0.26561710266677435	0.3237518987875889	0.2870804751808431	0.29411983618916193	0.30128813858820136	2012-12-01
36	0.3059180988754509	0.31305188733843586	0.35229261805171275	0.2604028390138743	0.29671106462761226	0.26797879759210763	0.3268355757216356	0.28889930353966004	0.2950460972319932	0.30341720554489904	2013-01-01
37	0.309444957629601	0.3140743352098475	0.35293144366370566	0.2631433619325749	0.2991117555716223	0.2697470399573836	0.3288326005941575	0.29126598873351994	0.29555873427798673	0.30377798011027074	2013-02-01
38	0.3108303575269443	0.31583490452726787	0.351409928129235	0.2666161715000247	0.30261949643419966	0.27090341602849655	0.329800888329487	0.2969712685870246	0.2950742751136684	0.3042914273537256	2013-03-01
39	0.31378098519046493	0.3188778025259202	0.35160762519620403	0.2697289427037993	0.30680248602073107	0.27338889622022294	0.331870656204913	0.3003631243094289	0.3007170478651745	0.3064954378962107	2013-04-01
40	0.31491293368221274	0.3203120344245388	0.3552775280342389	0.27463078456809226	0.3119802185002011	0.27420445961321654	0.3294917417024339	0.3034535062969315	0.3040708608480834	0.3173301977493471	2013-05-01
41	0.31628621505385407	0.3222613954390024	0.3555061451595248	0.27677182042030063	0.3143434250350957	0.29770278996924715	0.33069537703207486	0.3049768152307127	0.3054318686703288	0.3183026564808807	2013-06-01
42	0.31650942349102046	0.3233744087115902	0.3563442213998853	0.2777136220705372	0.31519921298573533	0.2980578046463741	0.3319849698903012	0.30557653384484934	0.3080045473324926	0.32060262806549084	2013-07-01
43	0.3170043265953558	0.32463065922871925	0.3556174198878642	0.2804469907441616	0.31587313787641724	0.30068032662529603	0.3322334790515207	0.30579068729614195	0.30804665979428997	0.3261136463251074	2013-08-01
44	0.31856719061716465	0.32559937991053917	0.3556430939455611	0.2822633486049779	0.3173808024590042	0.3017323390804852	0.3334798286706928	0.3066787708686899	0.30848784258315864	0.3261069753157285	2013-09-01
45	0.32043006135208824	0.326420634278567	0.356006906979214	0.28385076634547746	0.318594886520157	0.302441573902306	0.3348747596238749	0.30777282655601373	0.3098459077711579	0.32857285824084326	2013-10-01
46	0.32357007025049916	0.32636238518728433	0.3553052700231104	0.28512902923376177	0.3193882945505247	0.3021815401830933	0.335126144188017	0.3081125196781077	0.3098336050040157	0.327862803351156	2013-11-01
47	0.3242014742014742	0.32556131260794474	0.3542757417102967	0.28557515420409046	0.31949152542372883	0.3015310786106033	0.33511111111111114	0.3100328947368421	0.30934239831203847	0.328070611636002	2013-12-01
48	0.3251038575667656	0.32673267326732675	0.35405894519131337	0.28761944765305053	0.3205758426966292	0.3026184951939012	0.3361148607191066	0.3111085870059064	0.3098065829657279	0.32849604221635886	2014-01-01
49	0.32550372513555853	0.32671349507799036	0.3571160584767674	0.31332180804427456	0.32104578779062964	0.30250598909791343	0.3359612077656153	0.31645890343362554	0.3091552030576433	0.33078588812576404	2014-02-01
50	0.3263737240644333	0.3262644349504482	0.3555964808663096	0.31376160076439086	0.32145640302662104	0.30243177162142426	0.3360159872078475	0.3171317210286498	0.30826862188579046	0.33110592124162497	2014-03-01
51	0.32749296993294397	0.32749296993294397	0.35581668625146884	0.3152524726704841	0.3232970318172112	0.30355889724310775	0.3369311227328363	0.3186026936026936	0.3108191336481215	0.33388466203550554	2014-04-01
52	0.32795304475421866	0.3273697426239799	0.3556490111388952	0.31561428283235826	0.32445043550394026	0.3034034713468438	0.3365963855421687	0.31840846646992976	0.3095874146631048	0.3332268370607029	2014-05-01
53	0.3281840412715822	0.33121374316043667	0.35542132989225067	0.315548009583807	0.32429474561324667	0.30259608116119363	0.3356900698691233	0.3213897463990342	0.30961767974600607	0.33893174998122155	2014-06-01
54	0.3285925925925926	0.33163875598086123	0.35522101217168484	0.316104513064133	0.32442710872745	0.30419676328060713	0.3354506957047792	0.32300970873786405	0.31374952847981896	0.3388673864330821	2014-07-01
55	0.329137036325197	0.3316548852522514	0.3549222797927461	0.317100268493658	0.32476768443011567	0.30493233618233617	0.33555403154697755	0.322869532428356	0.3139034002382916	0.3384387351778656	2014-08-01
56	0.34332877515139676	0.3406667958906765	0.36527070560116387	0.3393512261054258	0.3317915801397017	0.30530704421089205	0.3429937548790008	0.3295827473042663	0.3195454545454545	0.338371197535618	2014-09-01
57	0.3436081694402421	0.34102852852852855	0.36540975364504774	0.34347826086956523	0.3316903979554582	0.3113167137839459	0.34308912386706947	0.33006357856494095	0.31916388547338836	0.3388660947407684	2014-10-01
58	0.34383298232762566	0.3408059538936286	0.36509479824987845	0.343455593158328	0.3313040409387683	0.31242199850237123	0.3426094890510949	0.3298489107519325	0.31843622795115334	0.3385322755138839	2014-11-01
59	0.3583461428780091	0.33970605688966254	0.3757007403464187	0.3423713683203232	0.3299001088557341	0.31159017097377034	0.3415187893170354	0.3286577599350176	0.3182790938318065	0.3370227547025404	2014-12-01
60	0.35721933075366746	0.3394973897873577	0.3747581894064771	0.3424263639033732	0.3295743572202939	0.31183720804556875	0.3411020955658301	0.32837461603408613	0.3179320717721883	0.33584904247791497	2015-01-01
61	0.3562716185711448	0.339389953208464	0.37388512061245444	0.3417317553090273	0.32907707479883963	0.3124915497147184	0.34877535040299557	0.33068481231923136	0.31678160531142585	0.33538196218453054	2015-02-01
62	0.35512405780923284	0.33829737038393176	0.37618202067950696	0.3404872665049028	0.3407385486204046	0.31144555542091396	0.3473755726823135	0.3296031252816557	0.3158968070872612	0.33384000967508903	2015-03-01
63	0.3545378608556419	0.3442812207151701	0.3765367824380011	0.340288761761682	0.3403969101048448	0.3110378619558281	0.3468735738466178	0.32973412688213477	0.31601648672859606	0.33824692172584686	2015-04-01
64	0.354923803778879	0.34481451896536297	0.37811946910817257	0.34151043196876113	0.3408311211867867	0.3117785418876401	0.3466389344096241	0.33085804567638244	0.3172175722751701	0.33906717292278626	2015-05-01
65	0.3529535547751954	0.34309629333552777	0.37672431186458083	0.3404128586390488	0.33884797414022616	0.3110141981236716	0.34477877232962884	0.33075505733728233	0.3157633266930996	0.3373223078852399	2015-06-01
66	0.3527760331616631	0.34407660235917503	0.37812943102019175	0.33982477567580854	0.33846304491102536	0.32284629394796116	0.34754012142774277	0.33107167723325953	0.31537678708038264	0.3378827811009057	2015-07-01
67	0.35233448386885075	0.34367296928942437	0.3825614966785477	0.33886149984405456	0.3428011945646203	0.32184668915461045	0.3462658045025688	0.3303479699369248	0.31891409723114333	0.33696042064420917	2015-08-01
68	0.35183721971316495	0.34262682129135436	0.3815988383742483	0.33784865308293316	0.3417206470047435	0.3209153394938192	0.34518513911028553	0.32945489772683545	0.3178385682308533	0.33568800617759964	2015-09-01
69	0.3519764649322962	0.3438458436381415	0.3808011199300597	0.3395410090724044	0.34187154398156033	0.32110325033527165	0.34646763657337987	0.3307392181336102	0.31794976886868415	0.33439013842932036	2015-10-01
70	0.35310068654361443	0.34511908292583954	0.3811799644122936	0.34511908292583954	0.3421444882635789	0.3213991315624587	0.3466819200202119	0.3321356752198597	0.3181176017851381	0.33447816250608137	2015-11-01
71	0.36960829142639434	0.3443132239819005	0.3801415666374832	0.3522385923088496	0.3490029511378149	0.32064557265062615	0.35373132038720995	0.3388284386315522	0.3237167460165946	0.33515918864211275	2015-12-01
72	0.37023388594835344	0.34409840738338016	0.37859097513297635	0.35398197075499144	0.3478780842931509	0.32064599896160567	0.35303408031144523	0.34080926185170063	0.3228739754893033	0.3339236179325669	2016-01-01
73	0.3701436876535442	0.35937678567202125	0.3873155560171305	0.37063878430581965	0.35533884425997614	0.33408134766341535	0.36040065115826636	0.3486745109713805	0.32236601371676743	0.34065267027288193	2016-02-01
74	0.3698567557798146	0.3582317391356447	0.3867248196642378	0.3696743019322325	0.354566368253786	0.3334635751715994	0.3597148778612153	0.3482028317613413	0.32201794888730806	0.3400844199248363	2016-03-01
75	0.3691599365096881	0.3575730090227077	0.3912226825254771	0.3683246833041288	0.35856787943965013	0.3378119842776782	0.3586926276291803	0.3522385295577294	0.32145152027088153	0.3428483653545887	2016-04-01
76	0.3680542418804941	0.35695982333882526	0.3891411511697626	0.36841606007930106	0.3582041452238476	0.33827221657382145	0.35717995890291826	0.35102032655379356	0.3201034480707106	0.3425094848100292	2016-05-01
77	0.3751498202157411	0.3565693826624715	0.38854406809718034	0.36782316731952996	0.35757806549885757	0.34990684056428	0.3564533622559653	0.3504665422553986	0.32108836891211956	0.3480171546566421	2016-06-01
78	0.373798740748923	0.355742444152431	0.3868976161893329	0.36653127538586516	0.3614805319660311	0.3486323597589244	0.3562480261080114	0.34909991231237425	0.3207126948775056	0.3466147700501895	2016-07-01
79	0.37331262052710523	0.3544039869812856	0.3861797628283276	0.3659612456020585	0.36054632934968184	0.34831067572970814	0.3554524125267775	0.3485022753413012	0.3198256080770996	0.34541038858049167	2016-08-01
80	0.37256021594684385	0.3535642149859599	0.38443408859606837	0.3666785878506105	0.3592451696866553	0.3479251502811712	0.35440225174065476	0.34747034616315664	0.32429623604898106	0.34430319021348044	2016-09-01
81	0.37765686972439744	0.3523077652862767	0.38422141748577343	0.36575396434551366	0.35868830290736986	0.35110858979813736	0.3528768945692973	0.3469263826606876	0.32547438538060386	0.34425697598961713	2016-10-01
82	0.3782006920415225	0.35152768205835055	0.3832014424521687	0.36569161648026	0.35748995420988694	0.35054522129570237	0.3520452767680486	0.3458079096045198	0.3273295114229486	0.3432634932029252	2016-11-01
83	0.3775657704538884	0.3513271162123386	0.38276670574443145	0.3646007816862088	0.3561980090004091	0.3504629008452972	0.3525442029963558	0.3457465584186375	0.32726361510190444	0.34269220676987666	2016-12-01
84	0.3776854431276264	0.35055657814006486	0.3819779380163316	0.363756252842201	0.35500621338540744	0.3502189141856392	0.35318791946308725	0.344977789278475	0.3292582530666008	0.3419545143638851	2017-01-01
85	0.3841897974493623	0.3493647139080754	0.3805675537596953	0.363289736200399	0.3535401475600811	0.3492753623188406	0.35202130858787645	0.3437945791726106	0.32833787465940056	0.3412318327572565	2017-02-01
86	0.38592858457574086	0.35986441259761437	0.38107137989004497	0.3627595155709343	0.35304765111971714	0.35412092551933794	0.35196609173695914	0.3438422433584782	0.3298851478917558	0.3405058665908814	2017-03-01
87	0.38636363636363635	0.36815750053498825	0.3804511278195489	0.36194563662374823	0.35193519351935193	0.3536715730614259	0.3512597492751848	0.34310558015236725	0.3367522705919198	0.33989252410305043	2017-04-01
88	0.387024411700022	0.36903913098183955	0.37990587625750183	0.3625015449264615	0.35241108619032363	0.353501265517657	0.3505438030357356	0.3450452923414768	0.3365204421157303	0.3405976619958195	2017-05-01
89	0.3882722422990879	0.3689697465249387	0.3787719813656776	0.36304758839856793	0.35220886668748047	0.35270439268407067	0.35071697819919945	0.3450451139317939	0.34034770147452575	0.3429342250256488	2017-06-01
90	0.38871578947368424	0.36845466155810985	0.3781436880478414	0.3626792378707523	0.35134723702237786	0.35215135794934393	0.35121357376550255	0.3448636533432947	0.3420019263540046	0.34214134825630954	2017-07-01
91	0.38774588312594965	0.36851143548513	0.3770315058100068	0.3627492412309347	0.3508993607848967	0.3519982105577095	0.35045653626308365	0.34464885384727695	0.3428965717606043	0.34158165111062877	2017-08-01
92	0.38902963767241727	0.3698294976680174	0.3770070148090413	0.3639578630549285	0.35336231142930197	0.35216599927193304	0.34969635627530365	0.34569754145225845	0.3432809339625989	0.3419824660633484	2017-09-01
93	0.38906323552487054	0.36922046012955106	0.37618054238573867	0.3644179894179894	0.3541383989145183	0.3524645509790682	0.3495330396475771	0.3460813734384814	0.34261434295979	0.3424250794089214	2017-10-01
94	0.3879038687877292	0.3691112716763006	0.376580295602816	0.3643203537298531	0.35507750052130393	0.3528335117588148	0.34952618795114776	0.3456476876754965	0.34263389114323084	0.34146586009825874	2017-11-01
95	0.3864102564102564	0.36885905101576977	0.37558300993342114	0.3641478822189237	0.35385079833624045	0.3528211645874444	0.34881952251835197	0.34557426456135754	0.3425333636393155	0.3441088204592902	2017-12-01
96	0.396566869189664	0.3687129925815014	0.3750173058286031	0.3646920228879165	0.35288561750911934	0.35241502683363146	0.3480565371024735	0.3456360852366977	0.3432381917825577	0.343891833560796	2018-01-01
97	0.39585931653779	0.37336156483161925	0.3743681337197547	0.3642772822665268	0.35305895439377083	0.3519069944247339	0.3472105016408814	0.3449464368886819	0.3433366299913463	0.34314573423117317	2018-02-01
98	0.39515235457063713	0.37458150068929297	0.3737840227965019	0.36442599393262015	0.3539592444403089	0.3518421458301218	0.3516469971959449	0.3445444115693497	0.3430117222723174	0.3433006437639131	2018-03-01
99	0.39483432112068967	0.37407478305257785	0.37337197083081236	0.36400608487783676	0.3552492046659597	0.3514056224899598	0.3518696356761299	0.3447819566559826	0.34263588544710694	0.3424857601869432	2018-04-01
100	0.3941377820610814	0.37425055222467657	0.37242895273983356	0.36359177166681994	0.35501541593079294	0.3511784910576809	0.3509810304518955	0.34393759243685296	0.34211209507600887	0.341727655160491	2018-05-01
