	Cameron Esposito	Rhea Butcher	Chris Hardwick	Pete Holmes	Jesse Thorn	Jay Larson	Ryan Sickler	Jordan Morris	Alison Rosen	Joe Rogan	dates
17	0	0	0.009713600685885946	0	0.01008127427325015	0	0	0.01008127427325015	0	0.006809630950151166	2011-06-01
18	0	0	0.010035921389667518	0	0.010184661512978779	0	0	0.010184661512978779	0	0.006843745507705047	2011-07-01
19	0	0	0.011171493825026824	0.0	0.010641945264876409	0	0	0.010641945264876409	0	0.013293529797538861	2011-08-01
20	0	0	0.011274217291238273	0.0	0.01099348035455448	0	0	0.01099348035455448	0	0.012942958290479015	2011-09-01
21	0	0	0.02319526749110565	0.0	0.012205796325182794	0	0	0.012205796325182794	0	0.013876670100148704	2011-10-01
22	0	0	0.024214809582562356	0.00024100455571931322	0.013355230111113503	0	0	0.013355230111113503	0	0.013751589491134288	2011-11-01
23	0	0	0.024662934070226978	0.004640443698473957	0.013343078699034488	0	0	0.013343078699034488	0	0.013976356134194306	2011-12-01
24	0	0	0.03523122134259341	0.005114080346056156	0.0147641983966614	0	0	0.0147641983966614	0	0.014979211832701303	2012-01-01
25	0	0	0.04100367333684955	0.006739427146459581	0.025766020728379066	0	0	0.025766020728379066	0	0.015692661632860868	2012-02-01
26	0	0	0.04558987020874144	0.012419369538469572	0.03415784359348605	0	0	0.03415784359348605	0.0006539083075697642	0.01627836219599822	2012-03-01
27	0	0	0.057014983889931106	0.018445190671569845	0.03564014922092682	0	0	0.03564014922092682	0.0020287305467489142	0.01822117930415413	2012-04-01
28	0	0	0.06098005011800306	0.020924882289505956	0.03731936534152197	0	0	0.03731936534152197	0.002629654881294463	0.019043111762734273	2012-05-01
29	0	0	0.07428008220346258	0.023755810058438725	0.04070980132967825	2.0227724179982832e-217	2.0227724179982832e-217	0.04070980132967825	0.003504375190831603	0.02168788105317186	2012-06-01
30	0	0	0.08952618302674122	0.025615673818515237	0.049536764619944766	0.00020081222485465164	0.00020081222485465164	0.049536764619944766	0.0046197279621259125	0.023011414585603532	2012-07-01
31	0	0	0.10499841499515071	0.03555793637609432	0.059893866014048204	0.000597752551337204	0.000597752551337204	0.059893866014048204	0.0076496751608661545	0.02470273047886429	2012-08-01
32	0	0	0.13332927674946146	0.038824166429356335	0.06293632791741818	0.001705461079608069	0.001705461079608069	0.06293632791741818	0.01063145216334012	0.029813237143737046	2012-09-01
33	0	0	0.17231675535044724	0.04714471838113408	0.06633124133534359	0.0025844153280167466	0.0025844153280167466	0.06633124133534359	0.014299520657992927	0.03725680534257016	2012-10-01
34	0	0	0.18030773296103458	0.05355025312174587	0.07224424152145913	0.004679770690986841	0.004679770690986841	0.07224424152145913	0.018639095797528753	0.039701061523348895	2012-11-01
35	0	0	0.2177630192041456	0.06176443970420619	0.079544734312338	0.005701163718522896	0.005701163718522896	0.079544734312338	0.02333817644317845	0.046561945354389546	2012-12-01
36	0	0	0.2244736106063119	0.06827976451096195	0.08134940413371403	0.009594734600352426	0.009594734600352426	0.08134940413371403	0.027846306951405247	0.050535017337341434	2013-01-01
37	0.009254671306538712	0.009254671306538712	0.23627617881576982	0.07368161355510056	0.07951925150620204	0.009271068508637148	0.009271068508637148	0.07951925150620204	0.029310237945617802	0.05270742214703174	2013-02-01
38	0.01633401842412957	0.01633401842412957	0.23829938248545549	0.07437754165805649	0.0806278240787031	0.009004171282092497	0.009004171282092497	0.0806278240787031	0.030653337438586233	0.05276027174618842	2013-03-01
39	0.024013530519190356	0.024013530519190356	0.2283612580978107	0.07585211888319703	0.08054423029365335	0.009363436315927155	0.009363436315927155	0.08054423029365335	0.030331218766364024	0.054462884166125894	2013-04-01
40	0.0447320406945407	0.0447320406945407	0.19357505933024813	0.07787022516130992	0.07996654241492775	0.011433208080383573	0.011433208080383573	0.07996654241492775	0.031080906847470984	0.04943310667035356	2013-05-01
41	0.060421710202533695	0.060421710202533695	0.1834453865122634	0.07822666383093581	0.07769231818255047	0.011151854957392703	0.011151854957392703	0.07769231818255047	0.030869416338590236	0.045156586042240966	2013-06-01
42	0.06962974574154596	0.06962974574154596	0.17703598734011647	0.07853656443145596	0.07499824990837595	0.010355632553284947	0.010355632553284947	0.07499824990837595	0.030131855684630362	0.040260195232551206	2013-07-01
43	0.07833820062749605	0.07833820062749605	0.1599163820484673	0.07613717197853805	0.07158743989457657	0.011256578792430999	0.011256578792430999	0.07158743989457657	0.030655340437525054	0.03899367525144625	2013-08-01
44	0.08518349638661647	0.08518349638661647	0.15205594738545364	0.07323214580717069	0.07017538510626764	0.015930831957448655	0.015930831957448655	0.07017538510626764	0.030508612312818324	0.035846134617647275	2013-09-01
45	0.08873026396034607	0.08873026396034607	0.14963124381291537	0.07386462182392133	0.06824668472502146	0.015691193833798595	0.015691193833798595	0.06824668472502146	0.030248118740405224	0.03488829968975085	2013-10-01
46	0.09970586336743979	0.09970586336743979	0.1417380006119975	0.07353721660395897	0.06454776546605367	0.01744673778537368	0.01744673778537368	0.06454776546605367	0.029032111753913965	0.03315757772241837	2013-11-01
47	0.1032445066543171	0.1032445066543171	0.13595219342238477	0.07138016516126337	0.0609697769417343	0.019572775035989916	0.019572775035989916	0.0609697769417343	0.028290305191221225	0.03122489503281976	2013-12-01
48	0.10087686465922176	0.10087686465922176	0.13291625937642076	0.06976705088517188	0.06106896296573749	0.01986979858584988	0.01986979858584988	0.06106896296573749	0.02906343955728983	0.030275166026357908	2014-01-01
49	0.10653839365902046	0.10653839365902046	0.11892794671659616	0.06977909236615236	0.05799135073973058	0.02060185135755261	0.02060185135755261	0.05799135073973058	0.029499373589819897	0.028966409300722362	2014-02-01
50	0.10855447728903406	0.10855447728903406	0.10985597942269884	0.06860435993470786	0.05574908244015166	0.02282979632169455	0.02282979632169455	0.05574908244015166	0.02862426863404777	0.027979686073750665	2014-03-01
51	0.11084266537869149	0.11084266537869149	0.10436284850145942	0.06774653326062136	0.05258927115480908	0.023554685892648877	0.023554685892648877	0.05258927115480908	0.02952503041048326	0.0267857952223332	2014-04-01
52	0.11236222230553701	0.11236222230553701	0.10081089835156308	0.06674863435269929	0.051110585398412345	0.024745633087346626	0.024745633087346626	0.051110585398412345	0.02921219990016832	0.02622772628109984	2014-05-01
53	0.11263951014748547	0.11263951014748547	0.10008717037331544	0.06557666749883242	0.04926288071172295	0.024786032940900513	0.024786032940900513	0.04926288071172295	0.028926309831710986	0.02642827789294025	2014-06-01
54	0.11063074531850108	0.11063074531850108	0.10125676438068479	0.06469748235590893	0.04740386611696038	0.024823620539962534	0.024823620539962534	0.04740386611696038	0.029855135420370285	0.025782664455031957	2014-07-01
55	0.11129779794352047	0.11129779794352047	0.09916940126848056	0.06271941698833428	0.04603727806441186	0.024226759391168647	0.024226759391168647	0.04603727806441186	0.02934066396022513	0.02529315010773648	2014-08-01
56	0.11025323056684237	0.11025323056684237	0.09662239966100712	0.061978265975634654	0.0445241168314477	0.025443872698853245	0.025443872698853245	0.0445241168314477	0.02948129971452509	0.026169475965058003	2014-09-01
57	0.11213604175723424	0.11213604175723424	0.09248707897215919	0.06064111771587527	0.04331786231724585	0.025282201077432526	0.025282201077432526	0.04331786231724585	0.02860971229322777	0.026239596410397584	2014-10-01
58	0.1114738455134312	0.1114738455134312	0.09154750707801623	0.0601955417678071	0.04253564594250311	0.025604304550744153	0.025604304550744153	0.04253564594250311	0.028172583101409847	0.0263969228096772	2014-11-01
59	0.11132687995112207	0.11132687995112207	0.08952671714652519	0.058722006293096	0.04187299267943857	0.026290135129797665	0.026290135129797665	0.04187299267943857	0.027518072106806787	0.02589736780462022	2014-12-01
60	0.10894624917030744	0.10894624917030744	0.0894169031207171	0.057939294502340616	0.04151937003384764	0.026231562222672814	0.026231562222672814	0.04151937003384764	0.027222560226606088	0.02593218715232701	2015-01-01
61	0.10706077164405076	0.10706077164405076	0.08902326849831775	0.057113928721595014	0.04134150017533066	0.026232020751441168	0.026232020751441168	0.04134150017533066	0.027533188595807216	0.026252987492544812	2015-02-01
62	0.10466605545645385	0.10466605545645385	0.08773450580558725	0.05675651542396206	0.04172739601503563	0.02706945418523569	0.02706945418523569	0.04172739601503563	0.027577226624878413	0.026817130594864402	2015-03-01
63	0.10291523517833295	0.10291523517833295	0.08677428422135809	0.05597055471090285	0.04040090259193255	0.027189130348666775	0.027189130348666775	0.04040090259193255	0.027771183527399313	0.027035378642412473	2015-04-01
64	0.10056831840182173	0.10056831840182173	0.08942507998038615	0.055937431332783984	0.040348354682294106	0.02698946520954605	0.02698946520954605	0.040348354682294106	0.02794486405467292	0.026884484445554524	2015-05-01
65	0.10049381063484805	0.10049381063484805	0.08547086083145393	0.054756988658016904	0.040794324743828714	0.027725821620608052	0.027725821620608052	0.040794324743828714	0.027237803439523416	0.02715887867575728	2015-06-01
66	0.1006766829206325	0.1006766829206325	0.08261756227001087	0.05427721028565532	0.04032277312058902	0.02749729047032507	0.02749729047032507	0.04032277312058902	0.027965964647438158	0.02726508127960072	2015-07-01
67	0.09901838034615054	0.09901838034615054	0.0819977515744286	0.05400380624493438	0.03973957102833428	0.027717944606556882	0.027717944606556882	0.03973957102833428	0.02864873046433344	0.027231611513177743	2015-08-01
68	0.09908887333235464	0.09908887333235464	0.0798501191109779	0.053334526134750954	0.03876181986336999	0.027909828943507256	0.027909828943507256	0.03876181986336999	0.028078204208707075	0.026359802633415266	2015-09-01
69	0.099711008970203	0.099711008970203	0.07803953564080236	0.05302417844531855	0.03745468002783931	0.028586785476804443	0.028586785476804443	0.03745468002783931	0.02787180750710918	0.026039948692238708	2015-10-01
70	0.09923763752451768	0.09923763752451768	0.07828494244585965	0.052689381075720146	0.036953006019757255	0.02918459797277049	0.02918459797277049	0.036953006019757255	0.027616606059664102	0.025817411620617237	2015-11-01
71	0.09882401754449256	0.09882401754449256	0.07812706866236448	0.052771352411978736	0.036398828572862856	0.0293498389696807	0.0293498389696807	0.036398828572862856	0.02806695698522491	0.02559702350169662	2015-12-01
72	0.09733256733646099	0.09733256733646099	0.07752206001038435	0.052825357498576316	0.03597223957837022	0.029470763353678316	0.029470763353678316	0.03597223957837022	0.02781097367606778	0.026035785465825214	2016-01-01
73	0.095641482927146	0.095641482927146	0.07618990871886838	0.05226331850937178	0.03517252294223392	0.029935931704752488	0.029935931704752488	0.03517252294223392	0.028403336616184577	0.02622204023611566	2016-02-01
74	0.09418571797907639	0.09418571797907639	0.07352718617808991	0.05133710148787889	0.03537025209132043	0.0308105592633423	0.0308105592633423	0.03537025209132043	0.02826605176881227	0.025998876473094033	2016-03-01
75	0.09374247140162145	0.09374247140162145	0.07296177798272477	0.05088199737801668	0.03474957579447818	0.030653429941034312	0.030653429941034312	0.03474957579447818	0.028048438611698125	0.025612639393486143	2016-04-01
76	0.09167185090700597	0.09167185090700597	0.07186208249375321	0.05092935405886504	0.0351640483882918	0.030337882329631166	0.030337882329631166	0.0351640483882918	0.028122259367106942	0.02528693045694117	2016-05-01
77	0.09083826877311267	0.09083826877311267	0.06913125487406899	0.05013626465146772	0.03550445890563209	0.030742008372300504	0.030742008372300504	0.035435474855153484	0.027870369571504686	0.025263807712486756	2016-06-01
78	0.09013683006729031	0.09013683006729031	0.06570645100156647	0.04986248585692145	0.035837625149853836	0.031049774868646754	0.031049774868646754	0.0354527894989747	0.027190272470229343	0.025296389517255588	2016-07-01
79	0.08973922623680393	0.08973922623680393	0.06394485777169434	0.049632121515669377	0.03655319892552833	0.0314754593036059	0.0314754593036059	0.0354244435852668	0.026917999243025043	0.024910603593425017	2016-08-01
80	0.08881269680695303	0.08881269680695303	0.062271521117354595	0.04892803887120916	0.03697981237885833	0.031553783464539624	0.031553783464539624	0.03503699113857634	0.0268824933951798	0.02531769038237662	2016-09-01
81	0.08823419801002191	0.08823419801002191	0.06040266859054968	0.0484373832470204	0.03693560064916236	0.03172079131670011	0.03172079131670011	0.0347635568591584	0.02720478719362519	0.025649160132614885	2016-10-01
82	0.08649821473373517	0.08649821473373517	0.05905680276321092	0.047771809204539405	0.03769879694242519	0.03119817363657869	0.03119817363657869	0.03501562515900362	0.026672308929295625	0.02525290479304424	2016-11-01
83	0.08512086494585823	0.08512086494585823	0.05815345106922371	0.04746238441644499	0.038050899519545996	0.031461243450058046	0.031461243450058046	0.03493248802989165	0.02627380904079902	0.024957751413377097	2016-12-01
84	0.08372832363595008	0.08372832363595008	0.05715204845560744	0.04691979996999101	0.03744788115890243	0.03138359414351141	0.03138359414351141	0.034185519758154204	0.02609258534171829	0.02510392854357012	2017-01-01
85	0.08206707950299436	0.08206707950299436	0.05612058254122892	0.04651704005230176	0.03740383384545439	0.03157294130449627	0.03157294130449627	0.03405434089460038	0.026070831848491426	0.02518145251791549	2017-02-01
86	0.07954958061313101	0.07954958061313101	0.05482398557353981	0.04579709982494814	0.03794093725336489	0.031291274900117336	0.031291274900117336	0.033775100361802916	0.026136755505261847	0.025822144106688302	2017-03-01
87	0.0784008232540898	0.0784008232540898	0.053540751489646606	0.044764401662970105	0.037161231632205916	0.031065143750767445	0.031065143750767445	0.032855642984834746	0.026309035442754508	0.02580852564152833	2017-04-01
88	0.07574853015097882	0.07574853015097882	0.05269960507690762	0.044037920840672616	0.03645568011202442	0.03156603072915157	0.03156603072915157	0.03212615266700732	0.02625338243856265	0.025628708179493025	2017-05-01
89	0.07364718162929616	0.07364718162929616	0.051045720419824955	0.043342907570767	0.036307085445540475	0.03204292906264706	0.03204292906264706	0.03130582005565461	0.026338487367332446	0.02526274765523626	2017-06-01
90	0.07124959994717531	0.07124959994717531	0.05018515291829749	0.04277114574629308	0.03617518176160177	0.03185882195044591	0.03185882195044591	0.03091577169413654	0.026164862411341323	0.02559376471260531	2017-07-01
91	0.06925188268272836	0.06925188268272836	0.04936247388430153	0.04223938184494781	0.03627652755123635	0.032035775717069725	0.032035775717069725	0.030653005010986067	0.025911301682617946	0.025467097194969566	2017-08-01
92	0.06802830432700294	0.0675415506264387	0.048698533843988825	0.04193716399007108	0.036415905725267934	0.03189156201214849	0.03189156201214849	0.03037932948626211	0.02557661733599341	0.0255590182057879	2017-09-01
93	0.0654748515164157	0.06486271749366884	0.04730214231122882	0.040959456463968064	0.03527423065024443	0.031277169653000404	0.031277169653000404	0.029323863500397698	0.02501876185232721	0.02559564903266874	2017-10-01
94	0.06365383450458952	0.06276846473158906	0.04599174828198063	0.040449129491722864	0.03490310164807977	0.030696968096259897	0.030696968096259897	0.028588498838625957	0.024878157000385735	0.02507625876574106	2017-11-01
95	0.0620336818048866	0.061094264409651614	0.04486193188331235	0.039612892705338514	0.03472965200815172	0.030013191215358122	0.030013191215358122	0.028230247127679027	0.024470905735081032	0.024657810642729688	2017-12-01
96	0.06025382381257796	0.05921962213269166	0.04365222973061482	0.03906770559422203	0.03463056539307428	0.02944238037123664	0.02944238037123664	0.028043377556058187	0.02427690203971244	0.02476839091825073	2018-01-01
97	0.05756258389706828	0.05658703552826539	0.042810529312010556	0.038431343498553025	0.03467970301702734	0.02892598045293917	0.02892598045293917	0.027431995374673526	0.02422695059656414	0.02428863723854796	2018-02-01
98	0.05561499584264556	0.054684472975504266	0.04186066990829827	0.03776912916675584	0.0341607095265732	0.02842336288728052	0.02842336288728052	0.02680693407536386	0.023735504621126786	0.023993266364490694	2018-03-01
99	0.054970783919730606	0.05391256952003376	0.041176935640671875	0.03700392036550137	0.033730487077663907	0.027790651386299457	0.027790651386299457	0.0264095674950848	0.02356814306319964	0.02371959425986801	2018-04-01
100	0.055777994662951684	0.05441984872987389	0.04057875341614195	0.03672946604077582	0.03373904054478887	0.027724517263503147	0.027724517263503147	0.02636114699381595	0.023655513850336762	0.023301710010336946	2018-05-01
