	Pete Holmes	Nick Thune	Moshe Kasher	Jen Kirkman	Kurt Braunohler	Kumail Nanjiani	Eddie Pepitone	Jonah Ray	Ari Shaffir	Jackie Kashian	dates
44	0.0011593808868897168	0.002111661738458512	0.0018315599410001957	0.0034516389133679133	0.004215732012843261	0.004572907171369948	0.004699058342187461	0.0013599991649068523	0.0022427669182446	0.002342974265173365	2013-09-01
45	0.001136616509238076	0.0020164650457966645	0.0017431801038779611	0.003344486875127098	0.004064531280314557	0.004464693272981761	0.004520598056262855	0.0015375911149955992	0.0022122494320562787	0.002334863726601965	2013-10-01
46	0.0011002075594920993	0.0018722588049145696	0.001616556174317187	0.003327618875482417	0.003908175523456552	0.00441296323310694	0.00443118826931272	0.001452941120513519	0.0022579917531553436	0.0025954376811350237	2013-11-01
47	0.001107287473458525	0.0018402493094718847	0.0016624634942772095	0.0032684877852426726	0.004203071806220902	0.004304840879828181	0.004274990631878641	0.0013973224131335468	0.0022289626360119	0.0034425356587845565	2013-12-01
48	0.0011164874225581215	0.002055776980705289	0.0016265301813465237	0.003179858368609176	0.0042574978457332845	0.004209992314460545	0.004148803173155296	0.0018477767696979648	0.0021590967767182983	0.0033736587299588046	2014-01-01
49	0.0011312590415892036	0.0020228928535345934	0.0016644686631137045	0.0034486627274023696	0.004180198674330727	0.004175110055566071	0.004078185875623226	0.00188753775177252	0.0022834760785756187	0.003350994176872174	2014-02-01
50	0.0011511909770896998	0.0019741105572249457	0.0017684370795970014	0.0034949756308221176	0.0041788133615379445	0.0040950937091546475	0.003971997413164505	0.002159819173301783	0.002285980067666053	0.0033913327044557554	2014-03-01
51	0.0011462342282093842	0.0018976259612331437	0.0018365250791199698	0.003420946417610528	0.004062146846701193	0.003987533774332396	0.0038442289957880396	0.0020971579412157808	0.002304791094742683	0.003313284668773488	2014-04-01
52	0.0011521259417592762	0.0018601041287593892	0.0018083072480103027	0.00336106106097782	0.003965178407615285	0.004021317946933529	0.0037467533622887175	0.002080278442806399	0.002570972903974684	0.003282293916504552	2014-05-01
53	0.0024425047630386378	0.0018051764515415083	0.0019252527368116773	0.0032646042710878474	0.0038301553663352183	0.003907675988709769	0.003620539091000019	0.0020303291828732213	0.002527236387763449	0.0032685183367436674	2014-06-01
54	0.002957112667787053	0.0018355970471241486	0.001917425608869124	0.0034004308879114886	0.0037446794674148892	0.0037878483156720904	0.003563345817085469	0.0019761939879700333	0.002442442656344592	0.0031657788635474477	2014-07-01
55	0.0029705068333557632	0.0025205835737177745	0.0018766311349674924	0.0033177315439903016	0.0036215124387146756	0.0036697321764440553	0.0034772033845595343	0.0020823721676791907	0.0023875177319857043	0.003078054103235777	2014-08-01
56	0.0029032493347289088	0.002486660787374534	0.0018725599907186657	0.003275331115725053	0.0035366377362269275	0.003672502582162525	0.0034096063608084785	0.0021575874234264964	0.0024255969848167042	0.00300734988194833	2014-09-01
57	0.002830661416907965	0.002398365027843277	0.001849227070435329	0.0032106081313772465	0.0034433772529401585	0.0035653464750573685	0.00331958672645496	0.002085131991093591	0.0024084165585452374	0.0029335398344579227	2014-10-01
58	0.002760841678529323	0.002347624640028101	0.00182903745392244	0.003134211267338848	0.003358672417098463	0.0034748612289232043	0.003303202110972316	0.0020404452236085172	0.0023710004298132317	0.002866803176324695	2014-11-01
59	0.0027138893888597956	0.0022988084555760463	0.0018089528083007173	0.0030925074693017502	0.0032984047305478137	0.0033956120333236478	0.003252584705315797	0.00199571566058916	0.0023599011021964286	0.002866299690801414	2014-12-01
60	0.0026516421078455693	0.00226532679421419	0.0017813225500097215	0.00302773293690066	0.0033477808010409418	0.0033307530316188344	0.0031862227195819893	0.001963320026706951	0.0023188758273346	0.0028186808589594145	2015-01-01
61	0.002610268570570859	0.0022346998162719963	0.0017655785097018097	0.002970734355890808	0.003292300972232578	0.0032687492324447445	0.0031225990453405037	0.0019426943915897374	0.0022851749861068425	0.002767974354930689	2015-02-01
62	0.0026736270709335186	0.00220914670693411	0.0017757858386008457	0.0029084522907196334	0.0032494020761122044	0.003371639984788453	0.0030606663832432614	0.0019253353225438302	0.002692173220487749	0.0027153700961029185	2015-03-01
63	0.002708611663924267	0.002331385229098288	0.0017673404987556592	0.002879757546181718	0.0031854231815004047	0.0032909950974093654	0.0030226623674993627	0.0018848346117706634	0.0026642188827982033	0.0026660153070472083	2015-04-01
64	0.002646044802526296	0.0023084121126501524	0.0017425265450591095	0.0028138895399572776	0.003208157766550034	0.003221367908422158	0.0029583612293534517	0.0018430290221696367	0.00261426118033656	0.002601205162173596	2015-05-01
65	0.0026090571734048848	0.0022847623347787417	0.0017427601971419446	0.002793594261288748	0.003173301957693184	0.003181765307018691	0.0029237774846860194	0.0018310650392719227	0.002601434837749121	0.002572221566580207	2015-06-01
66	0.0025645247345651586	0.0022396744860614525	0.00172531381288687	0.002751756627933537	0.003119410628646896	0.003130509623552337	0.0028653376211023305	0.0017972480873269748	0.0025578842209321136	0.002516591178942061	2015-07-01
67	0.002523614107652016	0.0022176133383954863	0.0017259558205200282	0.0027094778980861095	0.0030792410344533954	0.003081038477919993	0.002816131371009501	0.0017775325905038809	0.0025122453836682523	0.0024630583295362682	2015-08-01
68	0.002490984086717894	0.0021709240278632775	0.001713398857705115	0.0030339479967092394	0.003024290047194149	0.0030280516110745637	0.0027579716245133296	0.0019329475365333839	0.0024711776859512404	0.002498204050677993	2015-09-01
69	0.002444129664589014	0.002123409385002655	0.0017010606861554952	0.0029665166424336295	0.002978474343028483	0.0029739507736037713	0.002700497351550968	0.001896322626085496	0.0024329326089173793	0.0024467514022182553	2015-10-01
70	0.002495868968789557	0.0020903152484810224	0.0016820622240073498	0.002912362288162419	0.0029270442892323843	0.0029186414819440416	0.002653013059191326	0.0018644907112414476	0.0023903253978392242	0.0024000622712566618	2015-11-01
71	0.00246087590675251	0.0020566669186900138	0.0016635197375067484	0.002866725115014334	0.0028892595290080404	0.002882644561703725	0.002611007201524178	0.0018411026137127948	0.0023580156130313655	0.0023603281266751062	2015-12-01
72	0.002413517109269888	0.0020291989360713024	0.0016487296479498945	0.0028153569591750664	0.002844728929338277	0.002837682542324798	0.0026300976858404652	0.0018179298684678458	0.0023278798798725304	0.00231707393979027	2016-01-01
73	0.0023970321637833154	0.0020147375128567037	0.0016427246902054394	0.002782311569809264	0.0028152166073806112	0.0028139926278286102	0.0025947067126142693	0.0018082543705663257	0.002310948738559276	0.0022904776688694303	2016-02-01
74	0.0024605708875445665	0.002007636671456717	0.0016519532336733485	0.002763397851353342	0.002804039288568708	0.0028046102572094993	0.002573806600111528	0.001819530023510767	0.0023008164975847943	0.002278218094589166	2016-03-01
75	0.00242406879627472	0.0019763003131093	0.0016342778393336184	0.002715737014999848	0.0027652759512566405	0.002771270110746254	0.0025290420304226536	0.0017988822629862761	0.002284390930080637	0.002241505019898241	2016-04-01
