	pr	hub	auth	eccentricity	closeness	betweenness	degree_cen	eigen
Logan Guntzelman	0.00010845707624969973	0.0005559547575890135	0.0	5	0.29226262278132	7.205384785801203e-08	0.001768867924528302	0.009018357656022224
Taran Killam	0.00010845707624969973	0.0002564271781418799	0.0	5	0.3330714846818539	0.00031246732538073194	0.005896226415094339	0.002821602604043939
Seibo Shen	0.00010845707624969973	0.0012199339976589215	0.0	5	0.3369759586727598	4.4582753667665705e-05	0.0029481132075471696	0.00019409051847766508
Adam Newman	0.00010845707624969973	5.108552731647734e-05	0.0	4	0.3563773902080269	0.0	0.001768867924528302	0.008473534100928323
Maria Konnikova	0.00010845707624969973	0.0003064594554148486	0.0	5	0.32237217259076223	1.5034438618249694e-05	0.0023584905660377358	0.0018401442845377644
Megan Neuringer	0.00010845707624969973	0.00024718693686603754	0.0	5	0.32304761904761903	8.806581404868138e-09	0.001768867924528302	0.01015222584471062
Nick Mullen	0.00010845707624969973	3.639860042418393e-05	0.0	5	0.2604022723783203	0.0	0.001768867924528302	0.012161946633696352
Common	0.00010845707624969973	6.508001079783927e-05	0.0	4	0.40798652874669233	0.012334145366021414	0.057193396226415096	0.0056394552475617
Brad Stevens	0.00010845707624969973	0.0003009741032133283	0.0	5	0.3399478853477651	0.00015150525731881496	0.0029481132075471696	0.018570878453737696
Edgar Wright	0.00010845707624969973	0.00028117691018531346	0.0	5	0.2934256055363322	4.340674513586806e-06	0.001768867924528302	0.0008668854101793402
Larry King	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.26405106647983806	5.868156625008664e-06	0.001768867924528302	0.006975352761609662
NBA TV’s Tas Melas	0.00010845707624969973	0.0002469003180572959	0.0	5	0.3297045101088647	1.4664335481485274e-05	0.0029481132075471696	0.0049559199406458325
Terrace Martin	0.00010845707624969973	0.0006441135043586448	0.0	5	0.335775094040784	1.6908126954034292e-05	0.0029481132075471696	0.0005228267868082123
Joe Randazzo	0.00010845707624969973	4.3533230241995254e-05	0.0	5	0.3257779485209374	1.2267567456036419e-05	0.001768867924528302	0.0013889304828128305
Areva Martin	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.34976283769849453	0.00023005659026509087	0.005306603773584905	0.004658268417771495
Sixers forward	0.00010845707624969973	0.0009593781138444988	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.005433402381591013
Kevin McCaffrey	0.00010845707624969973	0.0010952333429640275	0.0	5	0.3340555446129604	5.329000750915833e-06	0.003537735849056604	0.00015141512664143
Virginia Jones	0.00010845707624969973	0.0003353237864524679	0.0	5	0.2936796536796537	0.0001814935342115404	0.0023584905660377358	0.0037025610769788457
Mary Holland	0.00010845707624969973	0.0012205660963896586	0.0	5	0.32341723874904654	5.047531732232801e-07	0.001768867924528302	0.012227872991716788
Martin Starr	0.00010845707624969973	0.00011443330976349789	0.0	5	0.31683168316831684	1.0082897550501202e-08	0.001768867924528302	0.0011168341681779554
Christine Nangle	0.00010845707624969973	0.00011524618982459673	0.0	5	0.3274131274131274	0.00023408937949447687	0.003537735849056604	0.00015141512664143
Dave Schilling	0.00010845707624969973	0.0011725362640570662	0.0	5	0.36262561471028437	0.0003564891376706857	0.0047169811320754715	0.014805846740095333
Nicole Byer	0.00010845707624969973	0.00035455419018169844	0.0	5	0.3018867924528302	0.004250014603854735	0.0047169811320754715	0.015700180652769673
Luis J Gomez	0.00010845707624969973	0.00021993805784401748	0.0	5	0.3332678325800747	4.578511603831748e-05	0.0023584905660377358	0.009524404892881685
Alia Shawkat	0.00010845707624969973	0.00016046343024175678	0.0	5	0.34387672343876724	0.00037596084094979136	0.0029481132075471696	0.021977500482300467
Erin Gloria Ryan	0.00010845707624969973	8.8045242066224e-06	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.00264291851230911
John Hollinger	0.00010845707624969973	0.0008911733965847402	0.0	5	0.31843785204656405	0.001061119834805176	0.0023584905660377358	0.002063577560201817
Ryan Singer	0.00010845707624969973	0.000891165381467463	0.0	4	0.34159113796576035	2.3656885156888438e-05	0.0029481132075471696	0.0214202262648678
Kevin Allison	0.00010845707624969973	0.0007056850225127121	0.0	5	0.285137861466039	3.3244930290630834e-05	0.001768867924528302	0.007325291627367767
Brad Meltzer	0.00010845707624969973	0.0003971571683632688	0.0011402882666652963	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.005326283324224003
Raghu Markus	0.0033231102397076975	0.0001118298844934709	0.0	5	0.3313794450957405	1.8002610882225425e-05	0.0029481132075471696	0.0037815522467265377
Richard Linklater	0.00010845707624969973	0.00015477828932892478	0.0	5	0.334913112164297	7.921008727273093e-08	0.0023584905660377358	0.00015141512664143
Madeline Zima	0.00010845707624969973	4.089979197042786e-05	0.0	5	0.3158875023281803	2.228032604943905e-06	0.0047169811320754715	0.01330702573204971
Chris Colfer	0.00010845707624969973	0.00023553626412578014	0.0	4	0.3644177051998281	8.173355768263053e-06	0.0047169811320754715	0.012948879689344502
A.J. Jacobs	0.00010845707624969973	0.00063477074509436	0.0017009328058148038	5	0.2873602168756354	1.0541211075523983e-08	0.001768867924528302	0.009889748393955658
Ophira Eisenberg	0.0015682550604941882	0.0007068458745806356	0.0	5	0.27662697765454247	8.492262149749289e-06	0.001768867924528302	0.0015923689624452826
Kelly Carlin	0.00010845707624969973	0.0002306161643226966	0.0	5	0.350848158874638	0.00026990555019641065	0.005896226415094339	0.004333238744983669
Al Gore	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.31951770911831195	8.089766639355614e-09	0.001768867924528302	0.0008449987615538432
Chris Mannix	0.00010845707624969973	0.002353242949323569	0.0	5	0.3238495321749093	1.2446085761789378e-05	0.001768867924528302	0.0045014333409413255
Aisha Tyler	0.00010845707624969973	5.415360704701646e-05	0.0	5	0.28422993128875484	1.2205612824290927e-08	0.001768867924528302	0.02089283358513412
Timothy DeLaGhetto	0.00010845707624969973	0.0012883636954937419	0.0	5	0.34015242679502605	2.7806987895126852e-05	0.0023584905660377358	0.012562325512550643
Paul Gilmartin	0.00010845707624969973	0.000489286162335381	0.0	4	0.3578814095800802	0.0004453375882678128	0.0047169811320754715	0.003963379885549254
Thomas Lennon	0.00010845707624969973	0.0002682064600432103	0.0	4	0.34854089601315247	0.002237852030414464	0.012382075471698112	0.00015141512664143
Chuck Klosterman	0.00010845707624969973	0.0015472099346627625	0.016659347964529496	5	0.33471482139332936	0.0001346910797990122	0.0029481132075471696	0.043246651072706935
Sean Donnelly	0.0021685404955281845	0.0019439069802695292	0.007420737029971639	5	0.3064137308039747	1.1486804473159998e-05	0.0023584905660377358	0.0012824553768953095
Julian McCullough	0.001650513346977917	0.0019112965295800498	0.0	5	0.2821963394342762	1.0417617855434775e-05	0.001768867924528302	0.02405931507474899
Tom Papa	0.00010845707624969973	0.0006967966026518704	0.0	5	0.33604121260154546	0.00020521677796229363	0.0023584905660377358	0.009961293730009963
Adam Wade	0.00010845707624969973	0.00023750927816399984	0.0	4	0.3703056768558952	0.005451194012848857	0.021816037735849055	0.004097086106177827
Roseanne Barr	0.00010845707624969973	5.651160869944157e-05	0.0	5	0.367020125513958	0.0006818741211008594	0.004127358490566038	0.09573923936691794
Detox	0.00010845707624969973	0.00027235263121085475	0.0	5	0.33222331047992165	1.5601686850671645e-06	0.001768867924528302	0.06290118212735551
John Caparulo	0.00010845707624969973	0.0006406896076063257	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.03457626449247072
Esther Povitsky	0.00010845707624969973	0.00029754445631052166	0.0	4	0.3905134699516463	0.0003656014601246679	0.009433962264150943	0.008792750890209956
David Deery	0.00010845707624969973	0.00023846064932464203	0.0	5	0.27716947213596993	1.2649453290628778e-08	0.001768867924528302	0.003993736924655032
A$AP Ferg	0.00010845707624969973	0.00046057722258857636	0.0	5	0.3597030752916225	3.6882101878576305e-05	0.005306603773584905	0.0018425257817357263
Maria Thayer	0.00010845707624969973	0.001236427011935903	0.0	5	0.34562869370287347	7.493700506413975e-05	0.005306603773584905	0.0069730091134839545
Jim Florentine	0.00010845707624969973	0.0007076422423455183	0.0	4	0.334253054789121	0.0017306415522275918	0.0023584905660377358	0.012438201551372317
Maggie Maye	0.00010845707624969973	0.0002564271781418799	0.0	4	0.4069097888675624	0.013892834737877937	0.07252358490566037	0.006765737419753909
Johnny Woodard on stats	0.00010845707624969973	0.0015800978621694276	0.0011366292162921148	4	0.38571753468273823	0.001317352253517151	0.025353773584905658	0.0035647254682636023
Hannibal Buress	0.0008384907467894948	0.0002945624808239373	0.0	4	0.3970037453183521	0.000579811181271027	0.008254716981132075	0.0081519580833171
Pat Dixon	0.00010845707624969973	0.0002829882202426089	0.0	4	0.4107532090094454	0.009381135258878652	0.04363207547169811	0.022220038364852694
Kevin Bacon	0.00010845707624969973	0.0011369635597485016	0.03042844773808573	5	0.32684524956639044	0.0004883198421023897	0.0023584905660377358	0.00992257538459179
Jesse Thorn	0.026325457499751584	3.5182069414405664e-05	0.0	5	0.30465241602299264	4.089570540455992e-05	0.001768867924528302	0.0056394552475617
President Barack Obama	0.00010845707624969973	2.679903095594235e-05	0.0	5	0.3261538461538461	1.6968778804502023e-08	0.001768867924528302	0.03298079977477858
Thomas Friedman	0.00010845707624969973	4.082062842288324e-06	0.0	5	0.350848158874638	4.877835192881065e-05	0.003537735849056604	0.005625346185898434
Jim Baggott	0.00010845707624969973	9.387404842507365e-05	0.0	5	0.3177219932559011	5.245790631859604e-07	0.0023584905660377358	0.017332458637514
Jillian Bell	0.00010845707624969973	0.0010924681786784265	0.0	5	0.3143651529193698	0.0008880553163319314	0.001768867924528302	0.1532050041474736
Kyle Ayers	0.00010845707624969973	0.0001551049654939255	0.0	5	0.3233555767397521	7.462168097026602e-08	0.001768867924528302	0.0014562146340941686
Andy Andrist	0.00010845707624969973	0.0005468013867088198	0.0	5	0.36340261409899294	3.383177564210088e-05	0.0047169811320754715	0.000554700971772407
Cristela Alonzo	0.00010845707624969973	0.00021019707467318283	0.0	5	0.3174246677896313	2.016410589196419e-05	0.0023584905660377358	5.439797856951122e-05
Bruce Damer	0.00010845707624969973	0.00021899853746432902	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.002377533998568095
John Evans	0.00010845707624969973	0.00022615320967844292	0.0	4	0.4002832192589096	0.0035447377998236566	0.01356132075471698	0.016787027844311436
Rick Shapiro	0.00010845707624969973	0.0008258366446547506	0.0	5	0.3037793301092603	5.735043426188989e-06	0.001768867924528302	0.0037011855060734523
Louis Katz	0.00010845707624969973	0.0003090027815855476	0.0	5	0.3405622489959839	7.921008727273093e-08	0.0029481132075471696	0.0113098692767346
Justin Wren	0.00010845707624969973	0.0003080670597908096	0.0	5	0.32880961613028303	0.001511343155016074	0.0029481132075471696	0.0037105944901355934
Malik Forte	0.00010845707624969973	0.00014673728761950466	0.0	4	0.38774577046181985	0.00019749361600795184	0.008254716981132075	0.005716948579930004
Ben Schwartz	0.00010845707624969973	0.001116476186920368	0.0	5	0.2828552368245497	5.967485596231425e-05	0.001768867924528302	0.00491467077563314
Jim Tews	0.00010845707624969973	0.0007958426196854365	0.0	6	0.22616348846512868	5.351691776804484e-08	0.001768867924528302	0.01659203763454187
Michael Showalter	0.00010845707624969973	0.0007752137365605898	0.0	5	0.29948790393784214	9.768422329916068e-06	0.001768867924528302	0.006370233951794006
Matt Iseman	0.00010845707624969973	0.00012894436623826913	0.0	5	0.33105602186219013	3.0725697014278016e-05	0.003537735849056604	0.004631312384589782
Hannah Hart	0.00010845707624969973	0.00048613976734088415	0.0	5	0.29526462395543174	7.594390651382267e-07	0.001768867924528302	0.021359712237509227
Giulia Rozzi	0.00010845707624969973	0.0010493799101799028	0.0	5	0.33557578155916107	6.959703005143143e-06	0.0029481132075471696	0.011106323927174505
Michael Rapaport	0.0006067610881436088	0.0003239947005967527	0.0007042872892039252	5	0.3213338385752179	2.493705793759197e-05	0.001768867924528302	0.013446276810886495
Pete Holmes	0.02119174609944868	0.0041220136186307125	0.03971876137487324	5	0.31256911168448215	2.9271038916443267e-06	0.001768867924528302	0.0034058724596491836
Michael McDonald	0.00010845707624969973	0.0005247001138174534	0.0	5	0.30685724624570293	1.1752023704998046e-05	0.0023584905660377358	0.008658288066855247
Link	0.00010845707624969973	4.827315431281283e-05	0.0	5	0.34345889023896314	9.20163826864369e-05	0.005306603773584905	0.011081815859039322
Carrie Keagan	0.00010845707624969973	0.00014453717231160149	0.0	5	0.32490421455938695	1.1095722261956705e-06	0.0023584905660377358	0.2289732177220136
Yuval Noah Harari	0.00010845707624969973	3.870337733482976e-05	0.0	5	0.314423433444568	0.0	0.001768867924528302	0.009891084877445373
Brian Cox	0.00010845707624969973	0.0004043607436681175	0.0	4	0.36591154261057174	9.874480051565743e-05	0.005306603773584905	0.00107735381057614
Gad Saad	0.00010845707624969973	0.0002455229286659167	0.0	5	0.3262165801115599	4.790244478742458e-06	0.001768867924528302	0.002952339377276747
Jon Lovett	0.00010845707624969973	0.00012586091163256717	0.0	4	0.353628023352794	2.130631811981403e-06	0.003537735849056604	0.0009253191808880283
Kate Quigley	0.00010845707624969973	0.00037948486215237106	0.0	5	0.2981191773598172	7.356575401124948e-05	0.0023584905660377358	0.006966438602170045
Roxane Gay	0.00010845707624969973	1.536114406173383e-05	0.0	5	0.3493305870236869	0.00019622607913338865	0.003537735849056604	0.005389824730170276
James Davis	0.00010845707624969973	0.0010567140226422586	0.0	4	0.3506305561298325	0.0024716770564963356	0.010023584905660377	0.003530789682699326
Jeremiah Watkins	0.00010845707624969973	0.0011243859760659168	0.0	4	0.5047619047619047	0.11133078734213546	0.1615566037735849	0.0075212380177830974
Angela Bassett	0.00010845707624969973	0.00024472623988255806	0.0	5	0.34954657873042044	1.973089470671185e-05	0.0023584905660377358	0.0015457640595619051
One-and-Dones	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.2747448566337275	5.506552360570407e-06	0.001768867924528302	0.016010693005280623
Christian Finnegan	0.00010845707624969973	0.0010539390334547078	0.0	5	0.3060267051605918	7.989314524122815e-06	0.001768867924528302	0.022010718307633948
The Lucas Brothers	0.00010845707624969973	0.000841418252661697	0.0	5	0.2950591510090466	2.009703902944888e-05	0.0023584905660377358	0.0039433801225395694
Dennis McKenna	0.00010845707624969973	5.645928439328082e-05	0.0	5	0.35281880590805076	2.2389278040939304e-05	0.0023584905660377358	0.00015141512664143
Billy Corben	0.00010845707624969973	0.00045110500283966225	0.0	5	0.2950591510090466	0.00015289195364176416	0.0029481132075471696	0.015759944822559217
Jake Weisman	0.00010845707624969973	0.0028772969682970737	0.0	5	0.31837807396283085	1.730128422137777e-06	0.0023584905660377358	0.012393303961451572
Gavin Mcinnes	0.00010845707624969973	0.00026200626506580547	0.0	5	0.2979097136834709	5.965198489946805e-06	0.001768867924528302	0.0014153192965617024
Michael Steele	0.00010845707624969973	2.9880474499958367e-05	0.0	5	0.3304754481683554	9.522590210156999e-09	0.0023584905660377358	0.008638551105583148
Jake Gyllenhaal	0.00010845707624969973	0.00028137645941942574	0.0	5	0.33892885691446845	1.3311493136865878e-05	0.005896226415094339	0.0512524155017005
Sheryl Sandberg	0.00010845707624969973	8.855081685634642e-06	0.0	5	0.3344507986590416	3.3497948403045464e-05	0.001768867924528302	0.004717882737726138
Ana Marie Cox	0.0002603748251182551	1.747740548755425e-05	0.00011603740860414156	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.0005561038716782155
Friends	0.00010845707624969973	0.00016014512669310552	0.0	5	0.3313147099042782	4.796042144833996e-06	0.0029481132075471696	0.004494522417812323
Nassim Taleb	0.00010845707624969973	2.088856902044125e-05	0.0	5	0.335775094040784	4.186401839563483e-06	0.001768867924528302	0.0002163218971295614
Jordan Peele	0.00010845707624969973	0.0007012206981862235	0.0	5	0.29246421796861527	1.7641860798782568e-05	0.0023584905660377358	0.0007446900017017778
Connor McSpadden	0.00010845707624969973	0.0005875273286577424	0.0	5	0.3316386390301134	0.0	0.001768867924528302	0.0044024630872773335
Rhys Nicholson	0.00010845707624969973	0.00017066958264254592	0.0	4	0.38241262683201804	0.0005690399052704899	0.01356132075471698	0.000325238237532849
John Roberts	0.00010845707624969973	0.0010165977163458695	0.0	5	0.3236641221374046	4.12420830806571e-06	0.001768867924528302	0.013634108523954719
Zach Leary	0.0022631847643690517	0.0006846998001187204	0.0016096677723024446	5	0.2792688951095011	9.637495944707148e-05	0.0023584905660377358	0.010914388158911001
Steven Brody Stevens	0.00010845707624969973	0.00028918423100491046	0.0	4	0.342834040832828	0.0005036151809257446	0.0023584905660377358	0.004287453763489203
Christopher Titus	0.00010845707624969973	0.00022007690258304952	0.0	5	0.2662898414193751	5.4909166671464444e-05	0.001768867924528302	0.016463666811341
Kathleen McGee	0.00010845707624969973	0.00031176925024327086	0.0	5	0.28437290409121396	0.00033933676194896245	0.005306603773584905	0.017062644685503926
Margaret Cho	0.00010845707624969973	0.0010965862778465414	0.0	5	0.3153588694682038	2.8484732813431712e-05	0.001768867924528302	0.0063217773173077085
Andy Daly	0.00010845707624969973	0.0018937200364686588	0.0	5	0.2659140796487927	3.828608628227083e-05	0.001768867924528302	0.005241099896085596
Bill Nye	0.00010845707624969973	0.0005700656665219149	0.0	4	0.3646527628466996	0.0005585016876363143	0.0047169811320754715	0.005561359772038766
Lizzy Cooperman	0.00010845707624969973	0.0010661677972468057	0.0	5	0.3235406333460511	6.335034462995382e-07	0.0023584905660377358	0.020637327926538326
Cornell Reid	0.00010845707624969973	0.0007946724687942747	0.0	5	0.3074691805656273	3.579095347322685e-06	0.001768867924528302	0.034230683758051765
Zach Cregger	0.00010845707624969973	0.0004942586068503006	0.0	5	0.3449959316517494	3.023147353495463e-05	0.0029481132075471696	0.009602464077028902
Kira Soltanovich	0.00010845707624969973	0.0011302213289795726	0.0	4	0.3741451577321862	0.004648261089460034	0.01650943396226415	0.017125914464107578
Mike Massimino	0.00010845707624969973	0.0002469171715410566	0.0	5	0.32006038875259485	0.0	0.001768867924528302	0.01294304990855189
Bruce Vilanch	0.00010845707624969973	8.515862158505446e-05	0.0	5	0.3212729683652207	2.273220640193315e-05	0.001768867924528302	0.003971663330269264
Ben Shapiro	0.00010845707624969973	0.00019565122150488036	0.0	5	0.32341723874904654	1.4390685057066422e-05	0.001768867924528302	0.021948402854964095
Corinne Fisher	0.00010845707624969973	0.0008698394033175546	0.0	4	0.38854524627720505	0.002589642202911604	0.0076650943396226415	0.00403603713618236
Benji Aflalo	0.00010845707624969973	0.0004825130950921019	0.0	4	0.38284424379232507	0.00023868590287269133	0.010023584905660377	0.002001372598128194
Scott Gairdner	0.00010845707624969973	0.0005075248580075094	0.0	4	0.36131231359181937	0.00017108761851505723	0.0029481132075471696	0.0035400864173842314
Martin Short	0.00010845707624969973	0.0002724175684017118	0.0	5	0.34954657873042044	1.8360479108709185e-05	0.005306603773584905	0.015530652340896315
Lama Surya Das	0.00010845707624969973	0.000400345168997207	0.0	5	0.3281098858579996	1.4671303852966124e-08	0.0023584905660377358	0.010216545555618881
Grant Lyon	0.00010845707624969973	0.0007621591671770882	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.008137825644309121
Steve Hofstetter	0.00010845707624969973	0.00041928304638189047	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.004332986089762559
Everlast	0.00010845707624969973	0.0002115587862303635	0.0	5	0.33710991850526734	8.273591624377578e-05	0.001768867924528302	0.00744768912754134
Van Jones	0.00010845707624969973	4.490213343404024e-05	0.0	5	0.2925146602276647	3.8541501998493266e-05	0.0023584905660377358	0.011876163530381218
Joey Graceffa	0.00010845707624969973	5.415360704701646e-05	0.0	5	0.3233555767397521	2.913016943663256e-06	0.0023584905660377358	0.0077066388740761795
Derek DelGaudio	0.00010845707624969973	0.0005436389991954306	0.0	4	0.3581837381203801	0.0004784716786284849	0.004127358490566038	0.0045193428491043545
Elvira	0.00010845707624969973	0.00048622143943312704	0.0	5	0.32139473185522077	7.733034202794184e-06	0.0029481132075471696	0.0008032402988675596
Aaron Berg	0.00010845707624969973	0.0004345822624662273	0.0	5	0.31471516051215437	8.516289204578999e-08	0.0023584905660377358	0.0012824553768953095
Natasha Lyonne	0.00010845707624969973	0.00029393293383249186	0.0	5	0.33604121260154546	3.282298026720235e-05	0.001768867924528302	0.009308529645911333
Jon Gabrus	0.0034908947663288294	0.001369444522816139	0.004818583155420324	4	0.3426262626262626	0.0	0.001768867924528302	0.007445936180339611
Robb Wolf	0.00010845707624969973	0.00018849364193697127	0.0	5	0.32868217054263565	3.4916533177614965e-06	0.0023584905660377358	0.0081773762025726
Shane Dawson	0.003245057107923973	0.00028736370532021424	0.0010396696128988183	5	0.3313147099042782	0.0	0.001768867924528302	0.006144348784404375
Jon Huck	0.00010845707624969973	0.0007147637901528961	0.0	5	0.3231707317073171	1.1595332183076382e-08	0.001768867924528302	0.044490530467194735
Amy Sedaris	0.00010845707624969973	0.00027660749357096345	0.0	5	0.27716947213596993	1.2649453290628778e-08	0.001768867924528302	0.003526391693904953
Kevin Pereira	0.0021091885031301687	0.0013039450369283542	0.002246190086525907	4	0.35451505016722407	1.4507879664395381e-05	0.001768867924528302	0.010362139878677974
Faith Choyce	0.00010845707624969973	0.0007378901306482988	0.0	4	0.3530391340549542	0.0001468040894239985	0.0023584905660377358	0.012390918518268774
Miranda Sings	0.00010845707624969973	7.382388699382193e-05	0.0	5	0.3318982387475538	0.00017863890008159845	0.0023584905660377358	0.004374068050123817
Skyler Stone	0.00010845707624969973	0.0009117332893962268	0.0	5	0.3207261724659607	0.00018963661588580261	0.004127358490566038	0.036684763432340055
Jermaine Fowler	0.00010845707624969973	0.0010266522752039311	0.0	4	0.38155230596175477	0.012023640744050275	0.04363207547169811	0.011454658666455769
Rob Corddry	0.00010845707624969973	0.0013060272780488168	0.0	5	0.32018123466112897	0.0	0.001768867924528302	0.19714652286562576
Jen Kirkman	0.00010845707624969973	0.00390521363944443	0.0	5	0.3424187361195235	0.00592920263878496	0.023584905660377357	0.017209788383882537
A$AP Rocky	0.00010845707624969973	1.1192616456760285e-05	0.0	5	0.324407039020658	3.7204274384202293e-09	0.0023584905660377358	0.01935277146611112
Jon Anik	0.00010845707624969973	4.77647863686863e-05	0.0	5	0.3219438116932422	0.00010708235778908211	0.0023584905660377358	0.02324875317124593
Jerry O'Connell	0.00010845707624969973	9.820281736137564e-05	0.0	4	0.4071051368218915	0.009038732899088553	0.024764150943396224	0.06792158248177878
Raj Desai	0.00010845707624969973	0.0007602024405442688	0.0	5	0.31975867269984914	6.106509174560938e-06	0.0023584905660377358	0.00017349178840887113
Pras	0.00010845707624969973	0.000146503176140995	0.0	4	0.4438628631248364	0.054543228236051	0.16922169811320753	0.0017582479599068741
Phoebe Robinson	0.00010845707624969973	0.0011629780369631693	0.0	5	0.32880961613028303	2.6205535203930838e-06	0.004127358490566038	0.0025863620725021254
Gerry Duggan	0.00010845707624969973	0.00014673728761950466	0.0	5	0.35742887249736566	1.6814130430732182e-05	0.004127358490566038	0.011441715364722417
Vince Vaughn	0.00010845707624969973	9.777225377278021e-05	0.0	5	0.3657537200776364	0.00019960332978976293	0.005306603773584905	0.005292558215616571
Zach Weinersmith	0.00010845707624969973	7.008785778371985e-06	0.0	4	0.41609421000981356	0.002628300658807281	0.01650943396226415	0.019485519214119795
Eddie Della Siepe	0.00010845707624969973	0.0009282736203303128	0.0	6	0.25275707898658717	1.5878956976578676e-05	0.001768867924528302	0.004631312384589782
Brendon Walsh	0.0035117723258783185	0.0027497443735280003	0.008381868547235948	5	0.3002832861189802	1.1954958925808638e-05	0.001768867924528302	0.0016669943138484947
Tom Clark	0.00010845707624969973	0.00026129321943136263	0.0	5	0.3063030521943291	5.8923880001099475e-05	0.0029481132075471696	8.613674764919431e-05
Jason Khalipa	0.00010845707624969973	2.4429083343890755e-05	0.0	5	0.3264677574590953	6.401391413398005e-06	0.0023584905660377358	0.08199136329601585
Joe Sib	0.00010845707624969973	0.0005311962794632462	0.0	5	0.3220660843144702	4.7076971898830514e-05	0.0023584905660377358	0.00595525127564621
former NBA champion B.J. Armstrong	0.00010845707624969973	8.8045242066224e-06	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.0010711266772509343
Allison Janney	0.00010845707624969973	0.0004949368662731462	0.0	5	0.2969707581859569	0.00017026733022899195	0.0023584905660377358	0.008864382236559918
Mallory Edens	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.24651162790697675	3.085313934129784e-05	0.001768867924528302	0.00015141512664143
Jono Zalay	0.00010845707624969973	0.000752826381942151	0.0	5	0.3207261724659607	1.51243463257518e-08	0.001768867924528302	0.015498538483249521
Jonathan Tjarks	0.0023999567515326334	0.0	0.00016237302318612283	5	0.29031153714481345	1.622997069072435e-05	0.001768867924528302	0.00015141512664143
Aasif Mandvi	0.00010845707624969973	0.0002381510154816688	0.0	5	0.3060267051605918	3.7204274384202293e-09	0.001768867924528302	0.011475670881448415
David Axelrod	0.0007659788771190322	1.8937940837099673e-05	0.00011184796142423347	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.0009384384496336007
Oscar Nunez	0.00010845707624969973	0.0005864584131063038	0.0	5	0.35451505016722407	0.00033468313638925965	0.0029481132075471696	0.0050988341220027005
Mike Cernovich	0.00010845707624969973	0.00010430003935818105	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.0008679417337514442
John Legend	0.00010845707624969973	0.00010505046525029621	0.0	5	0.33034670821971174	1.2611485477341359e-05	0.0023584905660377358	0.01053205186298299
Ben Bailey	0.00010845707624969973	0.0006414297590628648	0.0	5	0.289419795221843	0.010579829763959782	0.04363207547169811	0.0020673195615198087
Kristin Chenoweth	0.00010845707624969973	8.609952812795511e-05	0.0	5	0.3326142380858992	1.3828081040512046e-05	0.0023584905660377358	0.0039477278670243966
Cameron Esposito	0.01533762542808336	0.0016573381207797564	0.0429118514318044	5	0.2879456706281834	0.00046066067962823606	0.011202830188679245	0.011557030958793011
Jenna Kim Jones	0.00010845707624969973	0.0006330689676981915	0.0	4	0.3415223519935562	2.5116945076939706e-05	0.0023584905660377358	0.0014940651191963563
Tommy Chong	0.00010845707624969973	0.0005255266626707287	0.0	5	0.2913588730458684	0.00010442640437997504	0.0023584905660377358	0.20138270924585094
Sarah Haider	0.00010845707624969973	2.0548494767784835e-05	0.0	5	0.32176057674065645	8.227259461208844e-05	0.001768867924528302	0.010172521576030514
Jonathan Van Ness	0.000167782209944298	0.00043041770994346583	0.0006606067153061576	5	0.3390643742502999	2.923989847430159e-05	0.003537735849056604	0.01028622497376489
Orny Adams	0.00010845707624969973	0.00036510795739012224	0.0	5	0.287799083658578	3.265621298817979e-05	0.0029481132075471696	0.00044056053517712635
the guys	0.00010845707624969973	0.0002564271781418799	0.0	4	0.45763626551538045	0.07045709790463794	0.17099056603773585	0.009638660417939562
Reggie Watts	0.00010845707624969973	0.0019276527709436743	0.0	5	0.33926785357071415	7.462168097026602e-08	0.001768867924528302	0.006911833420044885
Phil Plait	0.00010845707624969973	0.00022638289481148637	0.0	5	0.3482546201232033	2.1727692493074805e-06	0.0023584905660377358	0.0056394552475617
Echo Charles	0.0005893484435091385	0.0	0.00016248050899138805	5	0.2683544303797468	2.3132414793577017e-05	0.001768867924528302	0.03338209558603462
Neil Patrick Harris	0.00010845707624969973	0.00032911070677774757	0.0	4	0.33630775332143564	0.0006400488633210372	0.0047169811320754715	0.003598070695726774
Jason Flom	0.00010845707624969973	4.104378099421658e-05	0.0	5	0.34159113796576035	2.8177237207784527e-05	0.001768867924528302	0.010306034112616094
